# Pathway	Exp1A1_prefix.assembled_Coverage	Exp1A2_prefix.assembled_Coverage	Exp1AS1_prefix.assembled_Coverage	Exp1AS2_prefix.assembled_Coverage	Exp1C1_prefix.assembled_Coverage	Exp1C2_prefix.assembled_Coverage	Exp1S1_prefix.assembled_Coverage	Exp1S2_prefix.assembled_Coverage	Exp2A1_prefix.assembled_Coverage	Exp2A2_prefix.assembled_Coverage	Exp2AS1_prefix.assembled_Coverage	Exp2AS2_prefix.assembled_Coverage	Exp2C1New.assembled_Coverage	Exp2C2_prefix.assembled_Coverage	Exp2S1_prefix.assembled_Coverage	Exp2S2_prefix.assembled_Coverage	Exp3A1_prefix.assembled_Coverage	Exp3A2_prefix.assembled_Coverage	Exp3AS1_prefix.assembled_Coverage	Exp3AS2_prefix.assembled_Coverage	Exp3C1_prefix.assembled_Coverage	Exp3C2_prefix.assembled_Coverage	Exp3S1_prefix.assembled_Coverage	Exp3S2_prefix.assembled_Coverage
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0006357593	0.0000039116	0.1093127398	0.0742911790	0.0003127317	0.0001528678	0.0016527903	0.3931002579	0.0004273938	0.3005079355	0	0	0.0149756899	0.0922135868	0	0	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.3200180599	0.8916411417	0.2975584803	0.1814301749	0.6757042732	0.5386771099	0.2207115880	0.6208046086	0	0	0	0	0	0	0	0
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	0.8301247354	0.0576300343	0.0253689284	0.7893067178	0.0079297435	0.0039682883	0.1195165632	0.0905562831	0.6894174819	0.4784013742	0.9967118877	0.9957725484	0.4363583222	0.6184225576	0.7852289577	0	0.3435273158	0.9447702918	0.0118931673	0.0889459835	0.1142774488	0.0021322336	0.1265505149	0
PWY-7234: inosine-5'-phosphate biosynthesis III	0.9644404099	0.4725080056	0.4951913981	0.9835803821	0.8901834925	0.8670252678	0.8164156661	0.3893418473	0.9998681012	0.9999458611	0.9999809334	0.9981570161	0.9949872072	0.9847610488	0.9597727747	0.9994026972	0.1756554826	0.5456323368	0.0484759307	0.2621952865	0.5975057942	0.0001548722	0.0015031820	0.0073478569
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Escherichia.s__Escherichia_coli	0.0000100115	0.0002933996	0.0100631140	0.0005808026	0.0000000543	0.0000009145	0.0000148893	0.3946537905	0	0	0.0871062889	0.0001322079	0	0	0.2180546574	0.1992893897	0.2270335620	0.0012983482	0.3018704407	0.1543989348	0.1395219889	0.0100834430	0.0197447367	0.2375088747
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.8245444862	0.9142569876	0.5788812242	0.3751472463	0.5411989947	0.6138159988	0.7565798152	0.6824414448	0	0	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactobacillus.s__Lactobacillus_salivarius	0.4158605533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified	0	0	0	0	0.0000000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9629180910	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5652946965	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Enterobacter.s__Enterobacter_aerogenes	0	0.8142795892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Klebsiella.s__Klebsiella_oxytoca	0.5671756795	0.8437281179	0.8392922994	0.9854602604	0.7205601184	0.7398059353	0.9424971579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0.1722876859	0.1794970992	0.5894937218	0.5135352663	0.8056000414	0.1191530110	0.6796009361	0.8937541738	0.0274501880	0.1619112661	0.6392769860	0.5506571025	0.0031855727	0.0594635329	0	0.6871149224	0	0	0	0	0	0	0	0
PWY-7237: myo-, chiro- and scillo-inositol degradation|unclassified	0	0.0585778260	0.0103265799	0	0.0311222029	0.0370415758	0	0.1992748350	0	0	0	0	0	0	0	0	0.0117674398	0.2280742975	0	0	0.0126329158	0	0.1113496939	0
PWY-7242: D-fructuronate degradation	0.0000000094	0.0000000000	0.0000004285	0.0199640733	0.0000000024	0.0000000014	0.0000113428	0.0000001520	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0068663672	0.2589354058	0.0265268345	0.0794127333	0.0201838454	0.8484001869	0.0209100565	0.0012716486
PWY-7242: D-fructuronate degradation|g__Escherichia.s__Escherichia_coli	0.6469209192	0.3469602248	0.6656510635	0.9531267755	0.7830726568	0.0473052216	0.7428499310	0.7402843261	0	0	0.7181080956	0.8145339823	0	0	0.4720081863	0.2531294343	0.8323123857	0.9140176583	0.8128803084	0.6404357220	0.4334616539	0.7254991363	0.5672460366	0.6075396262
PWY-7242: D-fructuronate degradation|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014364876	0	0
PWY-7242: D-fructuronate degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.7744733544	0.8238395782	0.7052163574	0.8599570208	0.6752982494	0.7991360101	0.7260193537	0.7515604993	0.5171859946	0	0.5157332031	0.7221199828	0.5154533244	0.4332862675	0.3681757489	0.3175198702	0.7009428085	0.7358681819	0.1561529133	0.7328800388	0.2454883760	0.8316487719	0.4876987681	0.4796547706
PWY-7242: D-fructuronate degradation|unclassified	0	0.0053515577	0	0	0.0000001150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0.8704243440	0.2399390881	0.8679071598	0.5643214064	0.8199827848	0.9636179901	0.5173605423	0.6329388128	0.9868667500	0.9665013468	0.9996378275	0.9998549087	0.9936886112	0.2503269808	0.8882064772	0.9133624379	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Escherichia.s__Escherichia_coli	0	0	0	0	0.0000000000	0.0000000000	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1668056667	0.2230543990	0	0.2055420147	0.0835018133	0.2714605749	0	0	0	0	0	0	0.0852283005	0.2334711364	0	0	0.0149074573	0.2452156898	0.0203527797	0.1394183822	0.0127639147	0.0166375801	0.0964682315	0.2980109507
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	0.0002312560	0.0162256942	0.0024024749	0.0015338172	0.0138662819	0	0	0	0	0	0	0	0.0382281773	0.0814292092	0	0	0.0161923971	0.2974929376	0.0366156642	0.0000362600	0.0037115835	0	0	0
PWY-7254: TCA cycle VII (acetate-producers)	0.0000000000	0.0000000000	0.0000000000	0.0000000003	0.0000000000	0.0000000000	0.0000000000	0.0000000112	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000001	0.0000000001	0.0000000321	0.0000000000	0.0000000000	0.0000000126	0.0000000004
PWY-7254: TCA cycle VII (acetate-producers)|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.1013944107	0.0000000019	0.0000000000	0.0000000001	0.0017848259	0.0047368909	0	0	0.3950967067	0.0613494849	0	0	0.0471071926	0.3218186590	0.0005458316	0.0000001800	0.0819082693	0.0098623199	0.0000000093	0.0000017939	0.1097365865	0.0515546962
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000277	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000003	0.0000000000	0.0000000001	0.0000000053	0.0000005889
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)|g__Escherichia.s__Escherichia_coli	0.0239137750	0.0283589175	0.4088096664	0.0001453309	0.0001921186	0.1110805551	0.5885520469	0.0274348567	0	0	0.3687662191	0.4711417677	0	0	0.2649223198	0.1970701225	0.0950449763	0.1934587426	0.0993277590	0.2501214307	0.1677721850	0.3072861345	0.4228595953	0.3624057726
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	0	0	0	0	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.0000000000	0.0000000000	0	0	0.0000000000	0	0.0000000000	0	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0	0	0.0000000000	0	0	0.0000000000	0.0000000000	0	0.0000000000
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Klebsiella.s__Klebsiella_oxytoca	0.2412597442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|unclassified	0.0000000247	0.0015376929	0	0	0	0	0	0	0	0	0	0.0128075344	0.0442350157	0	0	0	0	0.0494880562	0	0	0	0	0	0
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0	0.0000000000	0	0	0	0	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000027150	0.0000000000	0.0000000000	0.0000000000	0.0000000115	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000104584	0.2149583886	0.0503864814	0.0060394261	0.0000000105	0.0128078966	0.0002403470	0.0003294772
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Escherichia.s__Escherichia_coli	0.9976397284	0.6852440445	0.8963793482	0.8893753841	0.3581504087	0.8583674639	0.2375710403	0.7019629378	0	0	0.5376762903	0.1926126643	0	0	0.2314084612	0.6019371814	0.5776256534	0.4926232571	0.6175616063	0.7785598403	0.7649214475	0.8215068847	0.9104475727	0.0843275236
PWY-7315: dTDP-N-acetylthomosamine biosynthesis|unclassified	0	0	0	0	0.0000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000003	0.0000003482	0.0000000000	0.0000000000	0.0000000000	0.0000000141
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0000020621	0.0000000082	0.0000000000	0.0000000000	0.0000001218	0.0049656478	0	0	0.0000192741	0.0120045420	0	0	0.0013849763	0.0000000000	0.0000000165	0.0000000005	0.0000000000	0.0579878229	0.0000000002	0.0000000017	0.0000000086	0.0076621851
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000004	0.0000000245	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000006	0.0000000030
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	0.8859961871	0.9272366003	0.0673717707	0.2078478828	0.1451580334	0.8696840505	0.1354261537	0.0124166279	0.9924945109	0.8500939752	0.9626528738	0.9992684741	0.9999734622	0.9775561832	0.9491038055	0.8870013129	0.0000099646	0.0001504795	0.0000025087	0.0020258643	0.0000078112	0.0000000000	0.0000000003	0.0000113013
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bifidobacterium.s__Bifidobacterium_animalis	0.3228355412	0.3307900156	0.5541310613	0.7545844460	0.6122456574	0.2039034557	0.0885099866	0.2708139675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6428488013	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0.6710872893	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Escherichia.s__Escherichia_coli	0.1235858083	0.3509123760	0.6844624532	0.4943185170	0.0000730134	0.4314874240	0.4168035850	0.1048302549	0	0	0.0995187326	0.5715312109	0	0	0.6287833221	0.5705029653	0.0518119943	0.5154389767	0.1422444197	0.5817593213	0.6906170177	0.0005170868	0.0567803546	0.4432991743
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1804666481	0.5385196895	0.1784854858	0.2346983617	0	0.1350801079	0	0.6871875469	0	0	0	0	0	0.4654622066	0	0	0.1144839225	0.1893069326	0.1134697602	0	0.0116793727	0.0792753082	0.0046886375	0.0665096129
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Klebsiella.s__Klebsiella_pneumoniae	0.9504290136	0.4268912941	0.5725777777	0.8849445629	0.8659014753	0.7563644184	0.7000110255	0.8379136738	0.1831837773	0.0182125376	0.7614204391	0	0.3981058991	0.2638246369	0.9491247738	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.0000122714	0.0000001719	0.0000116334	0.0473240627	0.0000082679	0.0007025948	0.0270255911	0.1471882935	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8269637427	0	0.3237399406	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0.6603000969	0	0	0	0	0.6094649181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Ruminococcus.s__Ruminococcus_bromii	0.5880768115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|unclassified	0	0.0019815403	0	0	0	0	0	0	0	0	0	0.4431583647	0.0467796925	0.0226895226	0	0	0	0.2037746228	0.0760138645	0.2840010386	0.0002432117	0.0017873583	0.5887344037	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	0.0000000000	0	0.0000000000	0	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)|unclassified	0.0004806875	0	0.0000004842	0	0.0000000001	0.0033511042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000637513	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.0000000000	0.0000000001	0.0000001579	0.0000076558	0.0000000000	0.0000011075	0.0000000002	0.0000000092	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000001	0.0000000000	0.0000000103	0.0000010394	0.0000000000	0.0000000791	0.0000000001	0.0000000010
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Enterobacter.s__Enterobacter_aerogenes	0	0.6095567166	0	0	0	0.4497674116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Enterobacter.s__Enterobacter_cloacae	0.0000000000	0	0	0.0000000000	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0593278477	0.0271844124	0.0000000000	0.0000000000	0.0093219519	0.0034467574	0	0	0.0239497001	0.0002823065	0	0	0.0041696864	0.0068687503	0.0000651156	0.0000003869	0.0054185776	0.0802904184	0.0000000005	0.0001112007	0.0000170899	0.0159652620
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Klebsiella.s__Klebsiella_pneumoniae	0.3264570561	0.2631541547	0.2403363720	0.1302055748	0.1605944931	0.0398469650	0.0329246541	0.2614133085	0.0195697070	0.0846915792	0	0	0.0672443301	0.0411221634	0	0	0	0	0	0	0	0	0	0
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|unclassified	0.0000000000	0.0354968585	0	0	0	0.0002455896	0	0.0454452324	0	0	0	0	0	0	0	0	0	0.0002012192	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000005446	0.0000000000	0.1595423636	0.5286176049	0.0000000000	0.0000005036	0.0000066820	0.6692681126	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0.9290260705	0.0357697297	0.6849631964	0.9347241596	0.5631001838	0.9949462633	0.8115864528	0.1510719287	1.0000000000	1.0000000000	0.9999780669	0.9909252537	1.0000000000	0.8920849076	0.9827461788	0.9987099566	0.9682785152	0.9996820347	0.9312879098	0.9727329254	0.9993249849	0.9974634621	0.7974553456	0.9956246943
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Bifidobacterium.s__Bifidobacterium_longum	0.2427023820	0.2732033202	0.1325939723	0.1783633112	0.1774739177	0.6030446166	0.1465468946	0.2521146050	0	0	0.0316883899	0.2210996762	0	0	0.0720121244	0.1619082484	0.1934231795	0.2667504155	0.2851217984	0.0551970884	0.1648740396	0.6279122566	0.1667293491	0.2547454362
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Escherichia.s__Escherichia_coli	0.0240081152	0.0939193538	0.5247560982	0.4392664675	0.1719705635	0.2370297035	0.3918300402	0.6036781378	0	0	0.6109245712	0.3462278289	0	0	0.3772567333	0.3032791920	0.3507964009	0.4884741301	0.3885207459	0.4878876855	0.3268585254	0.4243702673	0.4528734746	0.4630121313
PWY-7400: L-arginine biosynthesis IV (archaebacteria)|unclassified	0.3116744776	0	0	0.0049419117	0.7244258569	0.3285911807	0.0447790980	0	0.3706674435	0.3497560715	0	0.0637939329	0	0.5696142743	0	0	0	0.1891249096	0	0	0	0	0.1411337385	0.3818654968
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0.0000000000	0.0000000000	0.0000000025	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000002944	0.0000000061	0.0000002781	0.0000000026	0.0000000000	0.0000000000	0.0000023475	0.0000016121
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|g__Escherichia.s__Escherichia_coli	0.7711460228	0.2644787693	0.4691167960	0.6667758810	0.3581279990	0.4801895600	0.7029075671	0.5787291193	0	0	0.8999639083	0.2297545761	0	0	0.7995382273	0.8434929228	0.7368532183	0.3250973606	0.5226277805	0.2716099040	0.3220401731	0.0029210816	0.7576383656	0.4954588159
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)|unclassified	0	0	0	0	0	0.0003071315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoglycolysis	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000039538	0.0000010757	0.0000000000	0.0000000000	0.0000000533	0.0000007972
PWY-7446: sulfoglycolysis|g__Escherichia.s__Escherichia_coli	0.0000000000	0.0000000000	0.0099480295	0.2032295971	0.0000000000	0.0000000000	0.2037506875	0.2723839381	0	0	0.5116992689	0.0892636703	0	0	0.2362316747	0.1885248675	0.0000470203	0.0000091254	0.6466736762	0.6067382063	0.0000009525	0.0000003475	0.5493555710	0.4199302540
PWY-7456: mannan degradation	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7456: mannan degradation|unclassified	0.0000000202	0	0	0	0.0050208048	0	0.0295553123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000003598	0.0000000002	0.1175813267	0.3350973736	0.0000000005	0.0000000000	0.0000064787	0.3424866115	0.0000000454	0.0000000379	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Escherichia.s__Escherichia_coli	0.5802925616	0.1587427837	0.0000061772	0.0000000452	0.4582460230	0.0327200771	0.0000005054	0.0000000000	0	0	0	0	0	0	0	0	0.5898990893	0.3086326857	0	0.0002437069	0.0000065196	0.0028264981	0.0000000000	0.0000000000
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.0214056789	0.0240316772	0.0108268879	0.0026163921	0.0105050686	0.0003885132	0.1400714851	0.1049471077	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	0.9998617415	0.4594703007	0.9647556732	0.9998423564	0.8780028736	0.9798681658	0.9842388834	0.9999474577	0.0000084995	0.0000609706	0.9986185217	0.9930736035	0.0000000000	0.0000005879	0.9828826782	0.9481521228	0.0000048696	0.0037134159	0.0948340634	0.0990960342	0.0350964681	0.0000137512	0.8633809575	0.0281623500
PWY-7560: methylerythritol phosphate pathway II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0000025117	0.0000225929	0.0000004688	0.0269926544	0.0000231781	0.0000000198	0.0000002799	0.0158631816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	0.2692301835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588030634	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	0.9999763163	0.7343119986	0.9219573471	0.9094101269	0.8899727116	0.9219167722	0.9430946880	0.7507708005	0.0000000000	0.0002826055	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000075533	0.0000000998	0.0005698233	0.0000008909	0.0000000001	0.0000000678	0.0000000025	0.0001582250
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterobacter.s__Enterobacter_aerogenes	0.6246685913	0.7955412888	0	0	0	0.5271654076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	0.2165412865	0.8092765936	0.5831676210	0.6156161970	0.2731228433	0.7819971869	0.5933291766	0.9336968897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	0.0208380839	0.0861499001	0.2574111059	0.0165604918	0.3466728737	0.6773060493	0.0863891068	0.0319941268	0	0	0.0322635875	0.0831103755	0	0	0.1964019621	0.0122821549	0.4817129923	0.1883437381	0.2991788263	0.2532651374	0.1924349693	0.6230361851	0.0252530189	0.0935031490
PWY-7663: gondoate biosynthesis (anaerobic)|g__Klebsiella.s__Klebsiella_oxytoca	0.3816957872	0	0.5834797481	0	0.4684368250	0.4698866448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
