# Pathway	Exp1A1_prefix.assembled_Abundance	Exp1A2_prefix.assembled_Abundance	Exp1AS1_prefix.assembled_Abundance	Exp1AS2_prefix.assembled_Abundance	Exp1C1_prefix.assembled_Abundance	Exp1C2_prefix.assembled_Abundance	Exp1S1_prefix.assembled_Abundance	Exp1S2_prefix.assembled_Abundance	Exp2A1_prefix.assembled_Abundance	Exp2A2_prefix.assembled_Abundance	Exp2AS1_prefix.assembled_Abundance	Exp2AS2_prefix.assembled_Abundance	Exp2C1_New.assembled_Abundance	Exp2C2_prefix.assembled_Abundance	Exp2S1_prefix.assembled_Abundance	Exp2S2_prefix.assembled_Abundance	Exp3A1_prefix.assembled_Abundance	Exp3A2_prefix.assembled_Abundance	Exp3AS1_prefix.assembled_Abundance	Exp3AS2_prefix.assembled_Abundance	Exp3C1_prefix.assembled_Abundance	Exp3C2_prefix.assembled_Abundance	Exp3S1_prefix.assembled_Abundance	Exp3S2_prefix.assembled_Abundance
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	0.00023152	0.000241805	0.000224521	0.000217284	0.000248529	0.000240724	0.000254726	0.000241638	0	0	0.000105248	0.000129758	0	0	0.000187802	0.000156565	0.000171914	0.000166097	0.000141182	0.00012052	0.000174683	0.000172661	0.000152697	0.000170634
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.98644e-06	0	4.87184e-07	8.59124e-07	1.79286e-06	4.23349e-07	1.25082e-06	1.18857e-06	1.0283e-06	0	0	0	3.70834e-07	9.52161e-07	8.97052e-07	0	2.54434e-06	2.67734e-06	1.78872e-06	2.47795e-06	2.42452e-06	2.20282e-06	2.36354e-06	3.97064e-06
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_oxytoca	4.93734e-07	5.3902e-07	0	0	0	1.01351e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_pneumoniae	3.03184e-05	3.17679e-05	1.63126e-05	1.16881e-05	3.03209e-05	3.45228e-05	1.57046e-05	1.18108e-05	9.10379e-05	8.28218e-05	0	0	8.14409e-05	8.7236e-05	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24782e-07	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	2.37755e-07	2.03356e-06	1.69708e-06	0	0	1.62313e-06	0	7.17582e-07	0	0	0	0	7.67345e-07	0	0	0	0	0	0	0	0	0	0	0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.000305763	0.000324492	0.000276144	0.000229911	0.000326768	0.000302728	0.000256759	0.000293601	0.000505699	0.000403146	0.000450777	0.000374431	0.000512474	0.000485983	0.000320313	0.00037671	0.000115631	0.000206895	0.000118981	6.21277e-05	0.000227673	0.000188257	0.000240524	0.000115305
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	6.7293e-05	6.6052e-05	5.55683e-05	5.25369e-05	6.76101e-05	6.14447e-05	6.1647e-05	5.72103e-05	0	0	2.38363e-05	2.50783e-05	0	0	4.23927e-05	3.1923e-05	3.27162e-05	3.89548e-05	3.07989e-05	2.38184e-05	4.48172e-05	3.77896e-05	3.38359e-05	3.77421e-05
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	2.34949e-05	2.5265e-05	1.36426e-05	1.06574e-05	2.6006e-05	2.77207e-05	1.32345e-05	1.25429e-05	8.79268e-05	7.87235e-05	0	1.25069e-06	8.3372e-05	8.35424e-05	0	0	0	0	0	0	0	0	0	0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	9.4612e-06	0	3.54229e-06	0	4.14126e-06	0	2.59587e-06	0	0	0	0	0	0	0	0	0	4.97849e-06	5.77414e-06	5.35212e-06	0	7.82641e-06	4.1263e-06	2.46057e-06	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.000329381	0.000368847	0.000315359	0.00026585	0.000372639	0.000334496	0.000278254	0.000334591	0.000571308	0.000539086	0.000570297	0.000517048	0.000596953	0.000570587	0.000435704	0.000491928	0.000102778	0.00019701	0.000104368	5.72554e-05	0.000218909	0.000172956	0.000224894	0.000100797
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	6.62692e-05	5.00477e-05	6.37624e-05	6.07547e-05	6.26449e-05	6.33754e-05	6.93305e-05	8.24589e-05	0	0	2.6469e-05	4.06556e-05	0	0	4.49437e-05	4.67422e-05	2.77589e-05	3.21348e-05	2.92925e-05	2.45843e-05	3.97398e-05	3.63671e-05	5.44897e-05	4.10969e-05
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae	2.1242e-05	2.7361e-05	1.5632e-05	4.62177e-06	2.22596e-05	2.14907e-05	1.11007e-05	9.47181e-06	9.92476e-05	9.86465e-05	0	0	8.90113e-05	9.57171e-05	0	0	0	0	0	0	0	0	0	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	8.48941e-06	0	4.10724e-06	0	3.71301e-06	0	0	3.60231e-06	5.44e-06	4.53002e-06	0	0	0	3.57426e-06	6.0314e-06	0	5.97319e-06	7.69912e-06	0	0	7.34699e-06	0	6.74857e-06	0
PWY0-321: phenylacetate degradation I (aerobic)	4.58701e-05	4.29064e-05	1.76767e-05	1.3482e-05	4.83686e-05	4.54168e-05	1.33153e-05	8.58073e-06	0	0	0	0	0	0	0	0	2.975e-05	2.19654e-05	6.47723e-06	3.98207e-06	2.85704e-05	2.65026e-05	2.69028e-06	2.4514e-06
PWY0-321: phenylacetate degradation I (aerobic)|g__Escherichia.s__Escherichia_coli	4.05032e-05	3.75903e-05	1.48572e-05	1.19376e-05	4.39569e-05	4.0243e-05	1.19736e-05	7.89326e-06	0	0	0	0	0	0	0	0	2.64838e-05	2.11377e-05	3.43821e-06	2.71713e-06	2.09074e-05	1.96738e-05	0	0
PWY0-41: allantoin degradation IV (anaerobic)	0	0	3.69584e-06	3.56405e-06	3.64816e-06	0	0	0	0	0	0	0	0	0	0	0	1.76404e-06	8.05625e-06	0	1.80936e-06	5.10059e-06	0	0	4.7451e-06
PWY0-42: 2-methylcitrate cycle I	5.81432e-05	5.54858e-05	4.04812e-05	4.27526e-05	6.00505e-05	5.23684e-05	4.49781e-05	3.45024e-05	0	0	1.5608e-06	3.30669e-06	0	0	1.52085e-06	1.55506e-06	0	0	0	0	2.84038e-06	2.71635e-06	2.9747e-06	0
PWY0-781: aspartate superpathway	0.00035261	0.000329622	0.000296728	0.00027231	0.00034446	0.000337775	0.000280591	0.000267572	0.000310177	0.000304843	1.57849e-05	6.948e-06	0.000296887	0.000302177	0	2.14631e-05	7.09791e-05	0.000133701	6.98056e-05	4.81477e-05	9.72105e-05	3.52358e-05	3.61525e-05	4.81253e-05
PWY0-781: aspartate superpathway|unclassified	0	0	0	0	1.87561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	3.91914e-06	2.01567e-06	0	0	3.98762e-06	0	2.48286e-06	0	7.31212e-07	0	3.11751e-06	3.97896e-06	5.29513e-06	0	4.1632e-06	0	0	1.14613e-05	0	0	4.43496e-06	4.48665e-06	0	2.64559e-05
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Klebsiella.s__Klebsiella_oxytoca	8.29119e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	1.01744e-06	1.28153e-06	0	0	2.25774e-06	0	1.39096e-06	0	0	0	0	0	3.05082e-06	0	0	0	0	4.107e-06	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.000167369	0.000164828	0.000137976	0.000128953	0.000165197	0.00016379	0.000130858	0.000128749	0.000153896	0.000142392	4.56953e-05	6.04236e-05	0.000154737	0.000153233	8.24348e-05	7.62348e-05	7.42169e-05	6.36681e-05	5.56485e-05	5.68846e-05	6.20349e-05	7.51674e-05	6.00921e-05	6.19763e-05
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	0	1.78032e-06	0	0	0	9.89569e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	2.22766e-05	2.28908e-05	1.35699e-05	1.26343e-05	2.16948e-05	2.40099e-05	1.37248e-05	1.48588e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Escherichia.s__Escherichia_coli	7.84975e-05	8.20168e-05	6.72815e-05	5.81636e-05	8.95836e-05	7.46994e-05	6.37705e-05	5.84614e-05	0	0	2.1783e-05	3.16545e-05	0	0	5.2831e-05	3.62766e-05	4.93735e-05	4.6719e-05	3.47945e-05	3.03504e-05	4.14834e-05	5.07629e-05	3.56073e-05	4.18161e-05
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	1.14338e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.05661e-05	3.82414e-05	1.62336e-05	1.59103e-05	3.1007e-05	3.35924e-05	1.42464e-05	1.21121e-05	0.000101037	9.73468e-05	0	0	0.000102116	9.45297e-05	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	6.70807e-07	2.28919e-06	0	0	6.49778e-07	1.34922e-06	0	2.52176e-06	0	0	0	0	0	0	0	0	0	1.40657e-06	0	0	0	0	0	0
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79976e-06	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.000205907	0.00018287	0.000144231	0.000143041	0.000200771	0.000188903	0.000163368	0.000165483	0.000195357	0.000150403	0.000147725	9.31971e-05	0.000182743	0.00018095	0.000177276	0.000170824	0.00011514	9.99328e-05	8.42724e-05	0.000106358	0.000118064	0.000119684	0.000116255	9.55022e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_coli	7.50443e-05	7.48781e-05	6.05543e-05	7.07592e-05	8.86027e-05	6.97729e-05	7.80521e-05	7.44466e-05	0	0	3.60322e-05	3.4285e-05	0	0	5.16732e-05	4.55872e-05	5.3652e-05	4.79651e-05	3.83864e-05	4.81807e-05	5.26088e-05	5.88068e-05	5.42729e-05	4.83077e-05
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae	2.49215e-05	2.26929e-05	1.24037e-05	1.30235e-05	2.91253e-05	2.75013e-05	1.64695e-05	9.19718e-06	9.48417e-05	7.4066e-05	0	0	8.02253e-05	8.54152e-05	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified	3.06591e-06	0	0	0	1.93958e-06	0	0	1.75191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52418e-06	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.000205907	0.00018287	0.000144231	0.000143041	0.000200771	0.000188903	0.000163368	0.000165483	0.000195357	0.000150403	0.000147725	9.31971e-05	0.000182743	0.00018095	0.000177276	0.000170824	0.00011514	9.99328e-05	8.42724e-05	0.000106358	0.000118064	0.000119684	0.000116255	9.55022e-05
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	7.50443e-05	7.48781e-05	6.05543e-05	7.07592e-05	8.86027e-05	6.97729e-05	7.80521e-05	7.44466e-05	0	0	3.60322e-05	3.4285e-05	0	0	5.16732e-05	4.55872e-05	5.3652e-05	4.79651e-05	3.83864e-05	4.81807e-05	5.26088e-05	5.88068e-05	5.42729e-05	4.83077e-05
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae	2.49215e-05	2.26929e-05	1.24037e-05	1.30235e-05	2.91253e-05	2.75013e-05	1.64695e-05	9.19718e-06	9.48417e-05	7.4066e-05	0	0	8.02253e-05	8.54152e-05	0	0	0	0	0	0	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	3.06591e-06	0	0	0	1.93958e-06	0	0	1.75191e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52418e-06	0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	4.60884e-06	1.7423e-05	0	0	2.06201e-05	1.19469e-05	4.30183e-06	0	4.74836e-06	0	8.24695e-06	0	0	5.40385e-06	0	0	4.05842e-05	5.1335e-05	2.6521e-05	5.06161e-05	2.92471e-05	3.94064e-06	3.36314e-06	1.12378e-05
PWY66-367: ketogenesis	5.71519e-07	0	0	0	1.05096e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	3.89586e-06	1.45133e-05	1.63994e-06	0	5.05666e-06	0	0	0	1.28361e-05	3.41972e-06	3.97395e-06	0	5.87614e-06	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation|unclassified	1.86539e-06	2.0031e-06	0	0	1.33056e-06	0	0	0	0	2.41226e-06	0	0	2.83034e-06	0	0	0	0	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6299e-06	6.61313e-06	2.18796e-06	6.94098e-06	2.473e-06	3.58001e-06	0
PWY66-400: glycolysis VI (metazoan)	0.000236099	0.000234947	0.000229664	0.000208153	0.000235261	0.000235235	0.000233019	0.000230433	0.000182861	0.00018789	0.000115185	0.000114855	0.000176105	0.000183726	0.000179908	0.000157945	0.000138116	0.000115157	9.80826e-05	0.00011191	0.000141393	0.000133308	0.000141734	0.000159776
PWY66-400: glycolysis VI (metazoan)|g__Escherichia.s__Escherichia_coli	6.66493e-05	6.83674e-05	6.92271e-05	6.47259e-05	6.65529e-05	6.65455e-05	6.67991e-05	6.87571e-05	0	0	2.76286e-05	3.74698e-05	0	0	5.79553e-05	4.53353e-05	4.29962e-05	4.32962e-05	4.02396e-05	4.37187e-05	3.50039e-05	4.4478e-05	5.16458e-05	5.17911e-05
PWY66-400: glycolysis VI (metazoan)|unclassified	3.19152e-06	0	0	0	2.5604e-06	4.10063e-06	0	5.10493e-06	0	0	0	0	0	0	0	0	0	4.17879e-06	0	0	0	5.60999e-06	8.12563e-06	0
PWY66-409: superpathway of purine nucleotide salvage	0.000207919	0.00019176	0.000175698	0.000151762	0.000224237	0.000204431	0.000142373	0.000174121	0.000259598	0.000246878	0.00012933	0.000118161	0.000274504	0.000274692	0.000166258	0.000126984	9.81147e-05	0.000124946	6.48685e-05	4.89634e-05	0.000141226	0.000118157	7.32851e-05	9.43626e-05
PWY66-409: superpathway of purine nucleotide salvage|g__Enterobacter.s__Enterobacter_cloacae	4.60174e-06	4.78559e-06	6.83386e-06	0	6.16119e-06	5.06742e-06	7.45774e-06	4.43097e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	6.6892e-05	6.14978e-05	6.51732e-05	5.76063e-05	7.36436e-05	6.7094e-05	6.01699e-05	6.6558e-05	0	0	2.51743e-05	2.8271e-05	0	0	4.53376e-05	3.26073e-05	3.09109e-05	4.75165e-05	2.66953e-05	2.61113e-05	4.46939e-05	3.79993e-05	3.83183e-05	4.68054e-05
PWY66-409: superpathway of purine nucleotide salvage|unclassified	0	0	0	0	0	0	0	0	0	3.10553e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)	0.000152511	0.000147476	0.000128875	0.000120187	0.000141834	0.000137118	0.000131646	0.000127857	0.000298353	0.000184595	0.000241873	0.000167247	0.000291467	0.000302032	0.000140654	0.000167187	0.000164595	0.000186569	0.000161514	0.00014726	0.000223013	0.000197219	0.000138653	0.000149575
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.73909e-07	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	4.17407e-05	4.04799e-05	4.38342e-05	4.35626e-05	4.41365e-05	4.27163e-05	4.95783e-05	4.7327e-05	0	0	2.13101e-05	2.48229e-05	0	0	4.1426e-05	3.13891e-05	3.28737e-05	3.16312e-05	2.6954e-05	2.26005e-05	3.59527e-05	4.11782e-05	3.22231e-05	3.84837e-05
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	1.70924e-06	6.83487e-07	2.88824e-06	3.23655e-06	2.24986e-06	2.13767e-06	0	2.4455e-06	3.30944e-06	4.13779e-06	4.08236e-06	3.53227e-06	5.0188e-06	2.58458e-06	2.76704e-06	1.92025e-06
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.32283e-06	1.69145e-06	1.11078e-06	1.15429e-06	1.15721e-06	1.2175e-06	8.01616e-07	8.91123e-07	7.34893e-07	7.76682e-07	7.98396e-07	0	0	0	0	0	5.5484e-06	5.85076e-06	6.04971e-06	4.549e-06	6.46453e-06	6.83108e-06	6.36797e-06	2.25512e-06
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.000251715	0.000148836	0.000206382	0.000134854	0.000258439	0.000266305	8.89218e-05	0.000125897	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lactobacillus.s__Lactobacillus_salivarius	3.63768e-07	8.38392e-07	0	0	7.02659e-07	5.37599e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	4.44085e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	3.38806e-06	2.32913e-06	1.74661e-06	0	5.58869e-06	1.91025e-06	3.59747e-06	0	2.40037e-06	0	0	0	0	1.55673e-06	0	0	4.80695e-06	4.35566e-06	6.1547e-06	4.19884e-06	6.43858e-06	2.83836e-06	4.3842e-06	0
PWYG-321: mycolate biosynthesis	0.00017093	0.000168741	0.000136493	0.000126106	0.000166699	0.000166027	0.000130687	0.000127778	6.41244e-05	0	4.4995e-05	4.66216e-05	4.82073e-05	0	7.33314e-05	0	7.4651e-05	6.53051e-05	5.91326e-05	6.0251e-05	6.74909e-05	8.11209e-05	6.27934e-05	6.21346e-05
PWYG-321: mycolate biosynthesis|unclassified	7.82134e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I	0.000173936	0.000166565	0.000160664	0.000115701	0.000175871	0.000178684	0.000159414	0.000134496	0	0	3.14309e-05	3.22338e-05	0	0	5.21453e-05	4.6044e-05	9.3865e-05	7.3937e-05	8.87103e-05	6.26462e-05	9.0592e-05	9.20068e-05	6.6309e-05	3.47276e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I|g__Escherichia.s__Escherichia_coli	5.78368e-05	5.87128e-05	5.6023e-05	4.48644e-05	5.28696e-05	4.55746e-05	5.88971e-05	5.9348e-05	0	0	2.34415e-05	2.36791e-05	0	0	3.30164e-05	2.86865e-05	3.06191e-05	3.29433e-05	1.85393e-05	2.1962e-05	3.45942e-05	4.36418e-05	3.38571e-05	2.23441e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	1.10736e-06	0	0	0	2.18554e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.000172416	0.000165435	0.000127524	0.000106718	0.000173161	0.000148701	0.000125546	0.000131454	1.0294e-06	0	4.4624e-05	4.04567e-05	5.18088e-06	4.90598e-06	8.90617e-05	6.17973e-05	0.000152198	0.000142464	0.000118365	0.000154387	0.000185828	0.000184732	0.000129968	0.000101313
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Escherichia.s__Escherichia_coli	6.27572e-05	6.27286e-05	4.85442e-05	4.44031e-05	6.15438e-05	5.71338e-05	5.33194e-05	5.48996e-05	0	0	2.10268e-05	2.37344e-05	0	0	3.85548e-05	2.91921e-05	3.76065e-05	3.46582e-05	2.27442e-05	2.31655e-05	3.56263e-05	3.77926e-05	2.97594e-05	2.56369e-05
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	3.42955e-06	0	2.72201e-06	1.86436e-06	2.5893e-06	0	2.64247e-06	2.89627e-06	7.56214e-07	0	1.7454e-06	0	1.57367e-06	2.31911e-06	0	0	0	0	0	4.20487e-06	4.67644e-06	4.41536e-06	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	8.60035e-05	8.67496e-05	9.35156e-05	8.00293e-05	9.24287e-05	6.99371e-05	8.70363e-05	0.000103999	4.70209e-07	3.40139e-06	3.95659e-05	1.5812e-05	3.41127e-06	4.81544e-06	5.6466e-05	3.96997e-05	6.0527e-05	6.22414e-05	6.06879e-05	4.8224e-05	5.15396e-05	6.34099e-05	6.14101e-05	6.33626e-05
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Klebsiella.s__Klebsiella_oxytoca	8.26766e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	6.91927e-07	1.20485e-06	0	0	1.64761e-06	0	1.03305e-06	0	0	0	0	0	2.21847e-06	0	0	0	0	3.2823e-06	0	0	2.78567e-06	0	0	0
REDCITCYC: TCA cycle VIII (helicobacter)	0.000100114	9.05956e-05	4.40241e-05	3.50079e-05	0.000102332	7.99821e-05	4.75323e-05	4.98917e-05	0	3.68681e-06	6.45253e-06	0	1.6267e-06	0	3.92241e-06	0	3.46796e-05	1.6536e-05	9.85283e-06	9.28448e-06	1.60678e-05	2.76745e-05	4.32214e-06	2.97829e-05
REDCITCYC: TCA cycle VIII (helicobacter)|g__Escherichia.s__Escherichia_coli	3.06006e-05	2.89021e-05	1.03087e-05	5.06675e-06	3.46838e-05	2.48833e-05	1.09462e-05	7.31571e-06	0	0	0	0	0	0	0	0	1.85412e-05	1.13624e-05	8.78815e-06	0	1.18161e-05	1.82563e-05	0	0
RHAMCAT-PWY: L-rhamnose degradation I	0.000152123	0.00014755	0.000127611	9.89749e-05	0.000145458	0.00014483	0.000104017	0.000120259	0.000109578	0.000111341	3.01037e-05	4.26934e-05	0.000107078	0.000112186	5.19201e-05	5.7044e-05	6.77679e-05	6.89016e-05	4.97498e-05	4.22673e-05	5.41451e-05	6.44965e-05	5.15562e-05	5.34313e-05
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	7.01473e-07	0	0	0	0	2.20297e-06	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Enterobacter.s__Enterobacter_aerogenes	0	0	0	0	1.45488e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Enterobacter.s__Enterobacter_cloacae	1.67064e-06	0	0	0	1.04085e-06	5.34296e-07	0	7.70396e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	8.18901e-05	8.40701e-05	8.32782e-05	6.56743e-05	7.70547e-05	8.11646e-05	6.9249e-05	9.07291e-05	0	0	2.61611e-05	3.99465e-05	0	0	4.76929e-05	4.99656e-05	6.06806e-05	6.28246e-05	4.45197e-05	3.95914e-05	4.97741e-05	5.86658e-05	4.63474e-05	4.88278e-05
RHAMCAT-PWY: L-rhamnose degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.77202e-06	1.90775e-06	0	0	5.30206e-07	0	1.15933e-06	0	1.13495e-06	8.87425e-07	0	0	1.01187e-06	6.28617e-07	0	0	9.08929e-07	0	0	8.96229e-07	0	1.40191e-06	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	1.24997e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	4.99969e-05	5.0121e-05	3.0525e-05	2.43115e-05	5.07863e-05	4.92579e-05	2.1853e-05	2.26038e-05	0.00010823	0.000105724	0	0	0.00010244	0.000108721	0	0	0	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	1.06243e-06	0	0	4.38782e-07	7.55524e-07	0	0	0	0	1.53442e-06	0	0	2.72281e-06	2.26992e-06	0	0	0	1.83142e-06	3.96899e-06	0	3.1904e-06	0	2.4688e-06	4.14435e-06
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.000119913	0.000110317	0.000100278	9.14449e-05	0.000100117	9.78363e-05	0.000105702	9.49365e-05	0	0	5.1864e-05	5.95411e-05	5.41436e-06	0	7.75246e-05	6.85525e-05	5.53569e-05	6.41891e-05	4.15746e-05	5.20219e-05	5.82252e-05	6.03409e-05	4.61889e-05	6.2535e-05
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	7.61587e-05	6.69163e-05	6.7644e-05	5.68038e-05	6.93912e-05	6.26235e-05	6.25102e-05	6.64638e-05	0	0	2.51438e-05	3.19486e-05	0	0	3.36422e-05	3.35124e-05	4.52029e-05	5.17397e-05	2.98038e-05	3.54641e-05	4.54505e-05	4.52154e-05	3.913e-05	4.92116e-05
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.000124582	0.000119584	0.000111804	0.000121991	0.000146307	0.000132292	0.000118326	0.000117482	2.27122e-06	0	7.64957e-05	8.40021e-05	0	0	0.000111841	9.08228e-05	9.22916e-05	8.76007e-05	7.08698e-05	7.19162e-05	9.88158e-05	8.97989e-05	9.15962e-05	8.47322e-05
